IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.83.201,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.120.87,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.49.65,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.232.148,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.229.190,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.120.87,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.0.31,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.198.139,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.77.222,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.78.1,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.165.117,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.114.201,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.120.87,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.165.117,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.117.198,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.78.188,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.11.182,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.210.57,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.17.193,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.180.24,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.77.141,80,80,false,SJC,North America,San Jose,24,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.97.248,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.83.71,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.170.232,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.24,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.84.173,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.83.71,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.97.90,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.253.41,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.83.71,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.189.92,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.165.117,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.6.150,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.189.92,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.86.185,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.156.242,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.156.242,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
